id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
338|a,You do not have enough soulshots for that.\0|0|79|9B|B0|a,|a,none\0
339|a,Cannot use soulshots.\0|0|79|9B|B0|a,|a,none\0
340|a,Your private store is now open for business.\0|0|79|9B|B0|a,|a,none\0
341|a,You do not have enough materials to perform that action.\0|0|79|9B|B0|a,|a,none\0
342|a,Your soulshots are enabled.\0|7|79|9B|B0|a,|a,useitems\0
343|a,Sweeper failed, target not spoiled.\0|0|79|9B|B0|a,|a,none\0
344|a,Your soulshots are disabled.\0|7|79|9B|B0|a,|a,useitems\0
345|a,Chat enabled.\0|0|79|9B|B0|a,|a,none\0
346|a,Chat disabled.\0|0|79|9B|B0|a,|a,none\0
347|a,Incorrect item count.\0|5|79|9B|B0|a,|a,error\0
348|a,Incorrect item price.\0|5|79|9B|B0|a,|a,error\0
349|a,Private store already closed.\0|0|79|9B|B0|a,|a,none\0
350|a,Item out of stock.\0|0|79|9B|B0|a,|a,none\0
351|a,Incorrect item count.\0|0|79|9B|B0|a,|a,none\0
352|a,Incorrect item.\0|5|79|9B|B0|a,|a,error\0
353|a,Cannot purchase.\0|5|79|9B|B0|a,|a,error\0
354|a,Cancel enchant.\0|0|79|9B|B0|a,|a,none\0
355|a,Inappropriate enchant conditions.\0|0|79|9B|B0|a,|a,none\0
356|a,Reject resurrection.\0|0|79|9B|B0|a,|a,none\0
357|a,It has already been spoiled.\0|0|79|9B|B0|a,|a,none\0
358|a,$s1 hour(s) until castle siege conclusion.\0|0|79|9B|B0|a,|a,none\0
359|a,$s1 minute(s) until castle siege conclusion.\0|0|79|9B|B0|a,|a,none\0
360|a,This castle siege will end in $s1 second(s)!\0|0|79|9B|B0|a,The castle siege will end in $s1 second(s)!\0|a,none\0
361|a,Over-hit!\0|1|79|9B|B0|a,|a,battle\0
362|a,You have acquired $s1 bonus XP from a successful over-hit.\0|0|79|9B|B0|a,|a,none\0
363|a,Chat available time: $s1 minute(s).\0|0|79|9B|B0|a,|a,none\0
364|a,Enter user's name to search.\0|0|79|9B|B0|a,|a,none\0
365|a,Are you sure?\0|0|79|9B|B0|a,|a,none\0
366|a,Please select your hair color.\0|0|79|9B|B0|a,|a,none\0
367|a,You cannot remove that clan character at this time.\0|0|79|9B|B0|a,|a,none\0
368|a,Equipped +$s1 $s2.\0|0|79|9B|B0|a,|a,none\0
369|a,You have obtained a +$s1 $s2.\0|0|0|FF|FF|a,|a,none\0
370|a,Failed to pick up $s1.\0|0|79|9B|B0|a,|a,none\0
371|a,Acquired +$s1 $s2.\0|0|0|FF|FF|a,|a,none\0
372|a,Failed to earn $s1.\0|0|79|9B|B0|a,|a,none\0
373|a,You are trying to destroy +$s1 $s2.  Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
374|a,You are attempting to crystallize +$s1 $s2.  Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
375|a,+$s1$s2 has been dropped.\0|0|79|9B|B0|a,|a,none\0
376|a,$c1 has obtained +$s2 $s3.\0|0|0|FF|FF|a,|a,none\0
377|a,+$s1 $s2 disappeared.\0|0|79|9B|B0|a,|a,none\0
378|a,$c1 purchased $s2.\0|0|79|9B|B0|a,|a,none\0
379|a,$c1 purchased +$s2 $s3.\0|0|79|9B|B0|a,|a,none\0
380|a,$c1 purchased $s3 $s2(s).\0|0|79|9B|B0|a,|a,none\0
381|a,The game client encountered an error and was unable to connect to the petition server.\0|6|79|9B|B0|a,|a,petition\0
382|a,Currently there are no users that have checked out a GM ID.\0|6|79|9B|B0|a,|a,petition\0
383|a,Request confirmed to end consultation at petition server.\0|6|79|9B|B0|a,|a,petition\0
384|a,The client is not logged onto the game server.\0|6|79|9B|B0|a,|a,petition\0
385|a,Request confirmed to begin consultation at petition server.\0|6|79|9B|B0|a,|a,petition\0
386|a,The body of your petition must be more than five characters in length.\0|6|79|9B|B0|a,|a,petition\0
387|a,This ends the GM petition consultation. \\nPlease give us feedback on the petition service.\0|6|79|9B|B0|a,|a,petition\0
388|a,Not under petition consultation.\0|6|79|9B|B0|a,|a,petition\0
389|a,Your petition application has been accepted. \\n - Receipt No. is $s1.\0|6|79|9B|B0|a,|a,petition\0
390|a,You may only submit one petition (active) at a time.\0|6|79|9B|B0|a,|a,petition\0
391|a,Receipt No. $s1: petition cancelled.\0|6|79|9B|B0|a,|a,petition\0
392|a,Petition underway.\0|6|79|9B|B0|a,|a,petition\0
393|a,Failed to cancel petition. Please try again later.\0|6|79|9B|B0|a,|a,petition\0
394|a,Starting petition consultation with $c1.\0|6|79|9B|B0|a,|a,petition\0
395|a,Ending petition consultation with $c1.\0|6|79|9B|B0|a,|a,petition\0
396|a,Please login after changing your temporary password.\0|0|79|9B|B0|a,|a,none\0
397|a,This is not a paid account.\0|0|79|9B|B0|a,|a,none\0
398|a,There is no time left on this account.\0|0|79|9B|B0|a,|a,none\0
399|a,System error.\0|5|79|9B|B0|a,|a,error\0
400|a,You are attempting to drop $s1. Do you wish to continue?\0|4|79|9B|B0|a,|a,popup\0
401|a,You have too many ongoing quests.\0|4|79|9B|B0|a,|a,popup\0
402|a,You do not possess the correct ticket to board the boat.\0|0|79|9B|B0|a,|a,none\0
403|a,You have exceeded your out-of-pocket Adena limit.\0|0|79|9B|B0|a,|a,none\0
404|a,Your Create Item level is too low to register this recipe.\0|0|79|9B|B0|a,|a,none\0
405|a,The total price of the product is too high.\0|0|79|9B|B0|a,|a,none\0
406|a,Petition application accepted.\0|6|79|9B|B0|a,|a,petition\0
407|a,Your petition is being processed.\0|6|79|9B|B0|a,|a,petition\0
408|a,Set Period\0|0|79|9B|B0|a,|a,none\0
409|a,Set Time-$s1: $s2: $s3\0|0|79|9B|B0|a,|a,none\0
410|a,Registration Period\0|0|79|9B|B0|a,|a,none\0
411|a,Registration Time-$s1: $s2: $s3\0|0|79|9B|B0|a,|a,none\0
412|a,Battle begins in $s1: $s2: $s4\0|0|79|9B|B0|a,|a,none\0
413|a,Battle ends in $s1: $s2: $s5\0|0|79|9B|B0|a,|a,none\0
414|a,Standby\0|0|79|9B|B0|a,|a,none\0
415|a,Siege is underway\0|0|79|9B|B0|a,|a,none\0
416|a,This item cannot be exchanged.\0|0|79|9B|B0|a,|a,none\0
417|a,$s1 has been unequipped.\0|0|79|9B|B0|a,|a,none\0
418|a,There is a significant difference between the item's price and its standard price. Please check again.\0|4|79|9B|B0|a,|a,popup\0
419|a,$s1 minute(s) of usage time left.\0|0|79|9B|B0|a,|a,none\0
420|a,Time expired.\0|0|79|9B|B0|a,|a,none\0
421|a,You are logged in to two places. If you suspect account theft, we recommend changing your password, scanning your computer for viruses and using an anti virus software.\0|0|79|9B|B0|a,|a,none\0
422|a,You have exceeded the weight limit.\0|0|79|9B|B0|a,|a,none\0
423|a,You have cancelled the enchanting process.\0|0|79|9B|B0|a,|a,none\0
424|a,Does not fit strengthening conditions of the scroll.\0|0|79|9B|B0|a,|a,none\0
425|a,Your Create Item level is too low to register this recipe.\0|0|79|9B|B0|a,|a,none\0
426|a,Your account has been reported for intentionally not paying the cyber café fees.\0|0|79|9B|B0|a,|a,none\0
427|a,Please contact us.\0|0|79|9B|B0|a,|a,none\0
428|a,Your account has been restricted due to an account theft issue. If you have an email address registered to your account information, please check your inbox for an email message with details. If you have no direct connection to account theft, please visit the NCSOFT website (http://us.ncsoft.com/support) and file a petition. For more information, please visit the Support Center on the NCSOFT website.\0|0|79|9B|B0|a,|a,none\0
429|a,Your account has been restricted in accordance with our terms of service due to your fraudulent report of account theft. Reporting account theft through an account theft report may cause harm to other players. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
430|a,Your account has been restricted in accordance with our terms of service as you failed to verify your identity within a given time after an account theft report. You may  undo the restriction by visiting the NCSOFT website (http://us.ncsoft.com/support) and going through the identity verification process in the account theft report. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
431|a,Your account has been restricted for violating the EULA, RoC and/or the User Agreement. When a user violates the terms of the User Agreement, the company can impose a restriction on their account. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
432|a,Your account has been restricted in accordance with our terms of service due to your selling, or attempting to sell, in-game goods or characters (account) for cash/real goods/goods from  another game. Your account is under suspension for 7 days since the date of exposure as decreed by the EULA, Section 3, Article 14. The account restriction will automatically be lifted after 7 days. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
433|a,Your account has been restricted in accordance with our terms of service due to your selling, or attempting to sell, in-game goods or characters (account) for cash/real goods/goods from another game. Your account is restricted as decreed by the EULA, Section 3, Article 14. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
434|a,Your account has been restricted in accordance with our terms of service due to misconduct or fraud. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
435|a,Your account has been restricted due to misconduct. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
436|a,Your account has been restricted due to your abuse of system weaknesses or bugs. Abusing bugs can cause grievous system errors or destroy the game balance. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
437|a,Your account has been restricted due to your use of illegal programs. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
438|a,Your account has been restricted in accordance with our terms of service due to your impersonation of an official Game Master or staff member. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
439|a,In accordance with the company's User Agreement and Operational Policy this account has been suspended at the account holder's request.  In order to restore the account, please  visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
440|a,Your account has been restricted at your parent/guardian's request as you are registered as a minor. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
441|a,Your account has been restricted in accordance with our terms of service due to your fraudulent use of another person's identity. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
442|a,Your account has been restricted in accordance with our terms of service due to your fraudulent transactions under another person's identity. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
443|a,You cannot use the game services as your identity has not been verified. For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).Service Center</font>.\0|0|79|9B|B0|a,|a,none\0
444|a,This account and all related accounts have been restricted as you have requested a membership withdrawal.\0|0|79|9B|B0|a,|a,none\0
445|a,(Reference Number Regarding Membership Withdrawal Request: $s1)\0|0|79|9B|B0|a,|a,none\0
446|a,For more information, please visit the Support Center on the NCSOFT website (http://us.ncsoft.com/support).\0|0|79|9B|B0|a,|a,none\0
447|a,.\0|0|79|9B|B0|a,|a,none\0
448|a,There is a system error. Please log in again later.\0|0|79|9B|B0|a,|a,none\0
449|a,The password you have entered is incorrect.\0|0|79|9B|B0|a,|a,none\0
450|a,Confirm your account information and log in again later.\0|0|79|9B|B0|a,|a,none\0
451|a,The password you have entered is incorrect.\0|0|79|9B|B0|a,|a,none\0
452|a,Please confirm your account information and try logging in again.\0|0|79|9B|B0|a,|a,none\0
453|a,Your account information is incorrect.\0|0|79|9B|B0|a,|a,none\0
454|a,For more details, please contact our customer service center at http://us.ncsoft.com/support.\0|0|79|9B|B0|a,|a,none\0
455|a,Account is already in use. Unable to log in.\0|0|79|9B|B0|a,|a,none\0
456|a,Lineage II game services may be used by individuals 15 years of age or older except for PvP servers, which may only be used by adults 18 years of age and older. (Korea Only)\0|0|79|9B|B0|a,|a,none\0
457|a,We are currently undergoing game server maintenance. Please log in again later.\0|0|79|9B|B0|a,|a,none\0
458|a,Your game time has expired. You can not login.\0|0|79|9B|B0|a,|a,none\0
459|a,To continue playing, please purchase Lineage II\0|0|79|9B|B0|a,|a,none\0
460|a,either directly from the PlayNC Store or from any leading games retailer.\0|0|79|9B|B0|a,|a,none\0
461|a,Access failed.\0|0|79|9B|B0|a,|a,none\0
462|a,Please try again later.\0|0|79|9B|B0|a,|a,none\0
463|a,.\0|0|79|9B|B0|a,|a,none\0
464|a,This feature is only available to alliance leaders.\0|0|79|9B|B0|a,|a,none\0
465|a,You are not currently allied with any clans.\0|0|79|9B|B0|a,|a,none\0
466|a,You have exceeded the limit.\0|0|79|9B|B0|a,|a,none\0
467|a,You may not accept any clan within a day after expelling another clan.\0|0|79|9B|B0|a,|a,none\0
468|a,A clan that has withdrawn or been expelled cannot enter into an alliance within one day of withdrawal or expulsion.\0|0|79|9B|B0|a,|a,none\0
469|a,You may not ally with a clan you are currently at war with.  That would be diabolical and treacherous.\0|0|79|9B|B0|a,|a,none\0
470|a,Only the clan leader may apply for withdrawal from the alliance.\0|0|79|9B|B0|a,|a,none\0
471|a,Alliance leaders cannot withdraw.\0|0|79|9B|B0|a,|a,none\0
472|a,You cannot expel yourself from the clan.\0|0|79|9B|B0|a,|a,none\0
473|a,Different alliance.\0|0|79|9B|B0|a,|a,none\0
474|a,That clan does not exist.\0|0|79|9B|B0|a,|a,none\0
475|a,Different alliance.\0|0|79|9B|B0|a,|a,none\0
476|a,Please adjust the image size to 8x12.\0|0|79|9B|B0|a,|a,none\0
477|a,No response. Invitation to join an alliance has been cancelled.\0|0|79|9B|B0|a,|a,none\0
478|a,No response. Your entrance to the alliance has been cancelled.\0|0|79|9B|B0|a,|a,none\0
479|a,$s1 has joined as a friend.\0|0|79|9B|B0|a,|a,none\0
480|a,Please check your friends list.\0|0|79|9B|B0|a,|a,none\0
481|a,$s1 has been deleted from your friends list.\0|0|79|9B|B0|a,|a,none\0
482|a,You cannot add yourself to your own friend list.\0|0|79|9B|B0|a,|a,none\0
483|a,This function is inaccessible right now.  Please try again later.\0|0|79|9B|B0|a,|a,none\0
484|a,This player is already registered on your friends list.\0|0|79|9B|B0|a,|a,none\0
485|a,No new friend invitations may be accepted.\0|0|79|9B|B0|a,|a,none\0
486|a,The following user is not on your friends list.\0|0|79|9B|B0|a,|a,none\0
487|a,======<Friends List>======\0|0|79|9B|B0|a,|a,none\0
488|a,$s1 (Currently: Online)\0|0|79|9B|B0|a,|a,none\0
489|a,$s1 (Currently: Offline)\0|0|79|9B|B0|a,|a,none\0
490|a,========================\0|0|79|9B|B0|a,|a,none\0
491|a,=======<Alliance Information>=======\0|0|79|9B|B0|a,|a,none\0
492|a,Alliance Name: $s1\0|0|79|9B|B0|a,|a,none\0
493|a,Connection: $s1 / Total $s2\0|0|79|9B|B0|a,|a,none\0
494|a,Alliance Leader: $s2 of $s1\0|0|79|9B|B0|a,|a,none\0
495|a,Affiliated clans: Total $s1 clan(s)\0|0|79|9B|B0|a,|a,none\0
496|a,=====<Clan Information>=====\0|0|79|9B|B0|a,|a,none\0
497|a,Clan Name: $s1\0|0|79|9B|B0|a,|a,none\0
498|a,Clan Leader:  $s1\0|0|79|9B|B0|a,|a,none\0
499|a,Clan Level: $s1\0|0|79|9B|B0|a,|a,none\0
500|a,------------------------\0|0|79|9B|B0|a,|a,none\0
501|a,========================\0|0|79|9B|B0|a,|a,none\0
502|a,You already belong to another alliance.\0|0|79|9B|B0|a,|a,none\0
503|a,Your friend $s1 just logged in.\0|0|79|9B|B0|a,|a,none\0
504|a,Only clan leaders may create alliances.\0|0|79|9B|B0|a,|a,none\0
505|a,You cannot create a new alliance within 1 day of dissolution.\0|0|79|9B|B0|a,|a,none\0
506|a,Incorrect alliance name.  Please try again.\0|0|79|9B|B0|a,|a,none\0
507|a,Incorrect length for an alliance name.\0|0|79|9B|B0|a,|a,none\0
508|a,That alliance name already exists.\0|0|79|9B|B0|a,|a,none\0
509|a,Unable to proceed. Clan ally is currently registered as an enemy for the siege.\0|0|79|9B|B0|a,|a,none\0
510|a,You have invited someone to your alliance.\0|0|79|9B|B0|a,|a,none\0
511|a,You must first select a user to invite.\0|0|79|9B|B0|a,|a,none\0
512|a,Do you really wish to withdraw from the alliance?\0|0|79|9B|B0|a,|a,none\0
513|a,Enter the name of the clan you wish to expel.\0|0|79|9B|B0|a,|a,none\0
514|a,Do you really wish to dissolve the alliance? You cannot create a new alliance for 1 day.\0|0|79|9B|B0|a,|a,none\0
515|a,Enter a file name for the alliance crest.\0|0|79|9B|B0|a,|a,none\0
516|a,$s1 has invited you to be their friend.\0|0|79|9B|B0|a,|a,none\0
517|a,You have accepted the alliance.\0|0|79|9B|B0|a,|a,none\0
518|a,You have failed to invite a clan into the alliance.\0|0|79|9B|B0|a,|a,none\0
519|a,You have withdrawn from the alliance.\0|0|79|9B|B0|a,|a,none\0
520|a,You have failed to withdraw from the alliance.\0|0|79|9B|B0|a,|a,none\0
521|a,You have succeeded in expelling the clan.\0|0|79|9B|B0|a,|a,none\0
522|a,You have failed to expel a clan.\0|0|79|9B|B0|a,|a,none\0
523|a,The alliance has been dissolved.\0|0|79|9B|B0|a,|a,none\0
524|a,You have failed to dissolve the alliance.\0|0|79|9B|B0|a,|a,none\0
525|a,That person has been successfully added to your Friend List\0|0|79|9B|B0|a,|a,none\0
526|a,You have failed to add a friend to your friends list.\0|0|79|9B|B0|a,|a,none\0
527|a,$s1 leader, $s2, has requested an alliance.\0|0|79|9B|B0|a,|a,none\0
528|a,Unable to find file at target location.\0|0|79|9B|B0|a,|a,none\0
529|a,You may only register an 8 x 12 pixel, 256-color BMP.\0|0|79|9B|B0|a,|a,none\0
530|a,Your Spiritshot does not match the weapon's grade .\0|0|79|9B|B0|a,|a,none\0
531|a,You do not have enough Spiritshot for that.\0|0|79|9B|B0|a,|a,none\0
532|a,You may not use Spiritshots.\0|0|79|9B|B0|a,|a,none\0
533|a,Your spiritshot has been enabled.\0|7|79|9B|B0|a,|a,useitems\0
534|a,Your spiritshot has been disabled.\0|7|79|9B|B0|a,|a,useitems\0
535|a,Enter a name for your pet.\0|0|79|9B|B0|a,|a,none\0
536|a,How much Adena do you wish to transfer to your Inventory?\0|0|79|9B|B0|a,|a,none\0
537|a,How much will you transfer?\0|0|79|9B|B0|a,|a,none\0
538|a,Your SP has decreased by $s1.\0|0|79|9B|B0|a,|a,none\0
539|a,Your XP has decreased by $s1.\0|0|79|9B|B0|a,|a,none\0
540|a,Clan leaders may not be deleted. Dissolve the clan first and try again.\0|0|79|9B|B0|a,|a,none\0
541|a,You may not delete a clan member. Withdraw from the clan first and try again.\0|0|79|9B|B0|a,|a,none\0
542|a,The NPC server is currently down. Pets and servitors cannot be summoned at this time.\0|0|79|9B|B0|a,|a,none\0
543|a,You already have a pet.\0|0|79|9B|B0|a,|a,none\0
544|a,Your pet cannot carry this item.\0|0|79|9B|B0|a,|a,none\0
545|a,Your pet cannot carry any more items. Remove some, then try again.\0|0|79|9B|B0|a,|a,none\0
546|a,Your pet cannot carry any more items.\0|0|79|9B|B0|a,|a,none\0
547|u,Summoning your pet…\0|0|79|9B|B0|a,|a,none\0
548|a,Your pet's name can be up to 8 characters in length.\0|0|79|9B|B0|a,|a,none\0
