id|name|description|rgb[0]|rgb[1]|rgb[2]
20550|a,Guardian Basilisk\0|a,|9C|E8|A9
20551|a,Road Scavenger\0|a,|9C|E8|A9
20552|a,Fettered Soul\0|a,|9C|E8|A9
20553|a,Windsus\0|a,|9C|E8|A9
20554|a,Grandis\0|a,|9C|E8|A9
20555|a,Giant Fungus\0|a,|9C|E8|A9
20556|a,Giant Monster Eye\0|a,|9C|E8|A9
20557|a,Dire Wyrm\0|a,|9C|E8|A9
20558|a,Rotting tree\0|a,|9C|E8|A9
20559|a,Rotting Golem\0|a,|9C|E8|A9
20560|a,Trisalim\0|a,|9C|E8|A9
20561|a,Trisalim Tarantula\0|a,|9C|E8|A9
20562|a,Spore Zombie\0|a,|9C|E8|A9
20563|a,Manashen Gargoyle\0|a,|9C|E8|A9
20564|a,Reinforced Monster Eye\0|a,|9C|E8|A9
20565|a,Reinforced Stone Golem\0|a,|9C|E8|A9
20566|a,Reinforced Steel Golem\0|a,|9C|E8|A9
20567|a,Reinforced Gargoyle\0|a,|9C|E8|A9
20568|a,Formor\0|a,|9C|E8|A9
20569|a,Formor Elder\0|a,|9C|E8|A9
20570|a,Tarlk Bugbear\0|a,|9C|E8|A9
20571|a,Tarlk Bugbear Warrior\0|a,|9C|E8|A9
20572|a,Tarlk Bugbear Captain\0|a,|9C|E8|A9
20573|a,Tarlk Basilisk\0|a,|9C|E8|A9
20574|a,Elder Tarlk Basilisk \0|a,|9C|E8|A9
20575|a,Oel Mahum Warrior\0|a,|9C|E8|A9
20576|a,Oel Mahum Shaman\0|a,|9C|E8|A9
20577|a,Leto Lizardman\0|a,|9C|E8|A9
20578|a,Leto Lizardman Archer\0|a,|9C|E8|A9
20579|a,Leto Lizardman Soldier\0|a,|9C|E8|A9
20580|a,Leto Lizardman Warrior\0|a,|9C|E8|A9
20581|a,Leto Lizardman Shaman\0|a,|9C|E8|A9
20582|a,Leto Lizardman Overlord\0|a,|9C|E8|A9
20583|a,Timak Orc\0|a,|9C|E8|A9
20584|a,Timak Orc Archer\0|a,|9C|E8|A9
20585|a,Timak Orc Soldier\0|a,|9C|E8|A9
20586|a,Timak Orc Warrior\0|a,|9C|E8|A9
20587|a,Timak Orc Shaman\0|a,|9C|E8|A9
20588|a,Timak Orc Prefect\0|a,|9C|E8|A9
20589|a,Fline\0|a,|9C|E8|A9
20590|a,Liele\0|a,|9C|E8|A9
20591|a,Valley Treant\0|a,|9C|E8|A9
20592|a,Satyr\0|a,|9C|E8|A9
20593|a,Unicorn\0|a,|9C|E8|A9
20594|a,Forest Runner\0|a,|9C|E8|A9
20595|a,Fline Elder\0|a,|9C|E8|A9
20596|a,Liele Elder\0|a,|9C|E8|A9
20597|a,Valley Treant Elder\0|a,|9C|E8|A9
20598|a,Satyr Elder\0|a,|9C|E8|A9
20599|a,Elder the Unicorn\0|a,|9C|E8|A9
20600|a,Karul Bugbear\0|a,|9C|E8|A9
20601|a,Tamlin Orc\0|a,|9C|E8|A9
20602|a,Tamlin Orc Archer\0|a,|9C|E8|A9
20603|a,Kronbe Spider\0|a,|9C|E8|A9
20604|a,Lakin\0|a,|9C|E8|A9
20605|a,Weird Drake\0|a,|9C|E8|A9
20606|a,Kuran Kobold\0|a,|9C|E8|A9
20607|a,Kuran Kobold Warrior\0|a,|9C|E8|A9
20608|a,Patin Archer\0|a,|9C|E8|A9
20609|a,Salamander Lakin\0|a,|9C|E8|A9
20610|a,Sentinel Of Water\0|a,|9C|E8|A9
20611|a,Dre Vanul Warrior\0|a,|9C|E8|A9
20612|a,Salamander Rowin\0|a,|9C|E8|A9
20613|a,Lafi Lizardman\0|a,|9C|E8|A9
20614|a,Lafi Lizardman Scout\0|a,|9C|E8|A9
20615|a,Ritmal Swordsman\0|a,|9C|E8|A9
20616|a,Undine Lakin\0|a,|9C|E8|A9
20617|a,Watchman Of Water\0|a,|9C|E8|A9
20618|a,Kanil Succubus\0|a,|9C|E8|A9
20619|a,Undine Rowin\0|a,|9C|E8|A9
20620|a,Cave Beast\0|a,|9C|E8|A9
20621|a,Death Wave\0|a,|9C|E8|A9
20622|a,Maluk Soldier\0|a,|9C|E8|A9
20623|a,Plando\0|a,|9C|E8|A9
20624|a,Cave Howler\0|a,|9C|E8|A9
20625|a,Maluk Knight\0|a,|9C|E8|A9
20626|a,Maluk Berserker\0|a,|9C|E8|A9
20627|a,Maluk Lord\0|a,|9C|E8|A9
20628|a,Limal Karinness\0|a,|9C|E8|A9
20629|a,Karik\0|a,|9C|E8|A9
20630|a,Taik Orc\0|a,|9C|E8|A9
20631|a,Taik Orc Archer\0|a,|9C|E8|A9
20632|a,Taik Orc Warrior\0|a,|9C|E8|A9
20633|a,Taik Orc Shaman\0|a,|9C|E8|A9
20634|a,Taik Orc Captain\0|a,|9C|E8|A9
20635|a,Carinkain\0|a,|9C|E8|A9
20636|a,Forest of Mirrors Ghost\0|a,|9C|E8|A9
20637|a,Forest of Mirrors Ghost\0|a,|9C|E8|A9
20638|a,Forest of Mirrors Ghost\0|a,|9C|E8|A9
20639|a,Mirror\0|a,|9C|E8|A9
20640|a,Harit Lizardman\0|a,|9C|E8|A9
20641|a,Harit Lizardman Soldier\0|a,|9C|E8|A9
20642|a,Harit Lizardman Archer\0|a,|9C|E8|A9
20643|a,Harit Lizardman Warrior\0|a,|9C|E8|A9
20644|a,Harit Lizardman Shaman\0|a,|9C|E8|A9
20645|a,Harit Lizardman Matriarch\0|a,|9C|E8|A9
20646|a,Halingka\0|a,|9C|E8|A9
20647|a,Yintzu\0|a,|9C|E8|A9
20648|a,Paliote\0|a,|9C|E8|A9
20649|a,Hamrut\0|a,|9C|E8|A9
20650|a,Kranrot\0|a,|9C|E8|A9
20651|a,Gamlin\0|a,|9C|E8|A9
20652|a,Leogul\0|a,|9C|E8|A9
20653|a,Lesser Giant\0|a,|9C|E8|A9
20654|a,Lesser Giant Soldier\0|a,|9C|E8|A9
20655|a,Lesser Giant Shooter\0|a,|9C|E8|A9
20656|a,Lesser Giant Scout\0|a,|9C|E8|A9
20657|a,Lesser Giant Wizard\0|a,|9C|E8|A9
20658|a,Lesser Giant Elder\0|a,|9C|E8|A9
20659|a,Graveyard Wanderer\0|a,|9C|E8|A9
20660|a,Archer of Greed\0|a,|9C|E8|A9
20661|a,Hatar Ratman Thief\0|a,|9C|E8|A9
20662|a,Hatar Ratman Boss\0|a,|9C|E8|A9
20663|a,Hatar Hanishee\0|a,|9C|E8|A9
20664|a,Deprive\0|a,|9C|E8|A9
20665|a,Taik Orc Supply\0|a,|9C|E8|A9
20666|a,Taik Orc Watchman\0|a,|9C|E8|A9
20667|a,Farcran\0|a,|9C|E8|A9
20668|a,Grave Guard\0|a,|9C|E8|A9
20669|a,Taik Orc Supply Officer\0|a,|9C|E8|A9
20670|a,Crimson Drake\0|a,|9C|E8|A9
20671|a,Kadios\0|a,|9C|E8|A9
20672|a,Trives\0|a,|9C|E8|A9
20673|a,Palibati\0|a,|9C|E8|A9
20674|a,Doom Knight\0|a,|9C|E8|A9
20675|a,Tairim\0|a,|9C|E8|A9
20676|a,Judge of Marsh\0|a,|9C|E8|A9
20677|a,Tulben\0|a,|9C|E8|A9
20678|a,Tortured Undead\0|a,|9C|E8|A9
20679|a,Marsh Stalker\0|a,|9C|E8|A9
20680|a,Marsh Drake\0|a,|9C|E8|A9
20681|a,Vanor Silenos\0|a,|9C|E8|A9
20682|a,Vanor Silenos Solider\0|a,|9C|E8|A9
20683|a,Vanor Silenos Scout\0|a,|9C|E8|A9
20684|a,Vanor Silenos Warrior\0|a,|9C|E8|A9
20685|a,Vanor Silenos Shaman\0|a,|9C|E8|A9
20686|a,Vanor Silenos Chieftain\0|a,|9C|E8|A9
20738|a,Kobold Looter Bepook\0|a,|9C|E8|A9
20739|a,Bepook's Pet\0|a,|9C|E8|A9
20742|a,Mystical Weaver\0|a,|9C|E8|A9
20743|a,Howler\0|a,|9C|E8|A9
20744|a,Red Eye Vampire Bat\0|a,|9C|E8|A9
20745|a,Gigantiops\0|a,|9C|E8|A9
20746|a,Young Gigantiops\0|a,|9C|E8|A9
20747|a,Roxide\0|a,|9C|E8|A9
20748|a,Roxide's Follower\0|a,|9C|E8|A9
20749|a,Death Fire\0|a,|9C|E8|A9
20750|a,Fire Archer\0|a,|9C|E8|A9
20751|a,Snipe\0|a,|9C|E8|A9
20752|a,Snipe's Subordinate\0|a,|9C|E8|A9
20753|a,Dark Lord\0|a,|9C|E8|A9
20754|a,Dark Knight\0|a,|9C|E8|A9
20755|a,Talakin Commander\0|a,|9C|E8|A9
20756|a,Talakin Archer\0|a,|9C|E8|A9
20757|a,Talakin Raider\0|a,|9C|E8|A9
20758|a,Dragon Bearer Captain\0|a,|9C|E8|A9
20759|a,Dragon Bearer Warrior\0|a,|9C|E8|A9
20760|a,Dragon Bearer Archer\0|a,|9C|E8|A9
20761|a,Pytan\0|a,|9C|E8|A9
20762|a,Pytan Knight\0|a,|9C|E8|A9
20763|a,Lord of the Plains\0|a,|9C|E8|A9
20764|a,Wizard of the Plains\0|a,|9C|E8|A9
20765|a,Warrior of the Plains\0|a,|9C|E8|A9
20766|a,Scout of the Plains\0|a,|9C|E8|A9
20767|a,Timak Orc Troop Captain\0|a,|9C|E8|A9
20768|a,Timak Orc Troop Shaman\0|a,|9C|E8|A9
20769|a,Timak Orc Troop Warrior\0|a,|9C|E8|A9
20770|a,Timak Orc Troop Archer\0|a,|9C|E8|A9
20771|a,Barif\0|a,|9C|E8|A9
20772|a,Barif's Pet\0|a,|9C|E8|A9
20773|a,Conjurer Bat Lord\0|a,|9C|E8|A9
20774|a,Conjurer Bat \0|a,|9C|E8|A9
20775|a,Bugbear Raider\0|a,|9C|E8|A9
20776|a,Dark Succubus\0|a,|9C|E8|A9
20777|a,Hunter Bear\0|a,|9C|E8|A9
20778|a,Ragna Orc Prefect\0|a,|9C|E8|A9
20779|a,Ragna Orc Priest\0|a,|9C|E8|A9
20780|a,Bloody Axe's Escort\0|a,|9C|E8|A9
20781|a,Delu Lizardman Shaman\0|a,|9C|E8|A9
20782|a,Ol Mahum Novice\0|a,|9C|E8|A9
20783|a,Dread Wolf\0|a,|9C|E8|A9
20784|a,Tasaba Lizardman\0|a,|9C|E8|A9
20785|a,Tasaba Lizardman Shaman\0|a,|9C|E8|A9
20786|a,Lienrik\0|a,|9C|E8|A9
20787|a,Lienrik Lad\0|a,|9C|E8|A9
20788|a,Rakul\0|a,|9C|E8|A9
20789|a,Crokian\0|a,|9C|E8|A9
20790|a,Dailaon\0|a,|9C|E8|A9
20791|a,Crokian Warrior\0|a,|9C|E8|A9
20792|a,Farhite\0|a,|9C|E8|A9
20793|a,Nos\0|a,|9C|E8|A9
20794|a,Blade Stakato\0|a,|9C|E8|A9
20795|a,Blade Stakato Worker\0|a,|9C|E8|A9
20796|a,Blade Stakato Warrior\0|a,|9C|E8|A9
20797|a,Blade Stakato Drone\0|a,|9C|E8|A9
20798|a,Water Giant\0|a,|9C|E8|A9
20799|a,Queen Undine Lad\0|a,|9C|E8|A9
20800|a,Eva's Watchman\0|a,|9C|E8|A9
20801|a,Theeder Piker\0|a,|9C|E8|A9
20802|a,Theeder Mage\0|a,|9C|E8|A9
20803|a,Doll Master\0|a,|9C|E8|A9
20804|a,Crokian Lad\0|a,|9C|E8|A9
20805|a,Dailaon Lad\0|a,|9C|E8|A9
20806|a,Crokian Lad Warrior\0|a,|9C|E8|A9
20807|a,Farhite Lad\0|a,|9C|E8|A9
20808|a,Nos Lad\0|a,|9C|E8|A9
20809|a,Ghost of the Tower\0|a,|9C|E8|A9
20810|a,Hallate's Watchman\0|a,|9C|E8|A9
20811|a,Ghastly Warrior\0|a,|9C|E8|A9
20812|a,Archer of Despair\0|a,|9C|E8|A9
20813|a,Crendion\0|a,|9C|E8|A9
20814|a,Blader of Despair\0|a,|9C|E8|A9
20815|a,Hallate's Hound Dog\0|a,|9C|E8|A9
20816|a,Hallate's Royal Guard\0|a,|9C|E8|A9
20817|a,Corrupt Sage\0|a,|9C|E8|A9
20818|a,Hallate's Warrior\0|a,|9C|E8|A9
20819|a,Archer of Abyss\0|a,|9C|E8|A9
20820|a,Hallate's Knight\0|a,|9C|E8|A9
20821|a,Erin Ediunce\0|a,|9C|E8|A9
20822|a,Hallate's Maid\0|a,|9C|E8|A9
20823|a,Platinum Tribe Soldier\0|a,|9C|E8|A9
20824|a,Hallate's Commander\0|a,|9C|E8|A9
20825|a,Hallate's Inspector\0|a,|9C|E8|A9
20826|a,Platinum Tribe Archer\0|a,|9C|E8|A9
20827|a,Platinum Tribe Warrior\0|a,|9C|E8|A9
20828|a,Platinum Tribe Shaman\0|a,|9C|E8|A9
20829|a,Platinum Tribe Prefect\0|a,|9C|E8|A9
20830|a,Guardian Angel\0|a,|9C|E8|A9
20831|a,Seal Angel\0|a,|9C|E8|A9
20832|a,Zaken's Pikeman\0|a,|9C|E8|A9
20833|a,Zaken's Archer\0|a,|9C|E8|A9
20834|a,Mardian\0|a,|9C|E8|A9
20835|a,Zaken's Watchman\0|a,|9C|E8|A9
20836|a,Pirate Zombie\0|a,|9C|E8|A9
20837|a,Tainted Ogre\0|a,|9C|E8|A9
20838|a,Bloody Bat\0|a,|9C|E8|A9
20839|a,Dismal Humming\0|a,|9C|E8|A9
20840|a,Death Flyer\0|a,|9C|E8|A9
20841|a,Fiend Archer\0|a,|9C|E8|A9
20842|a,Musveren\0|a,|9C|E8|A9
20843|a,Zaken's Royal Guard\0|a,|9C|E8|A9
20844|a,Kaim Vanul\0|a,|9C|E8|A9
20845|a,Pirate Zombie Captain\0|a,|9C|E8|A9
20846|a,Doll Blader\0|a,|9C|E8|A9
20847|a,Veil Master\0|a,|9C|E8|A9
20848|a,Light Bringer\0|a,|9C|E8|A9
20849|a,Light Worm\0|a,|9C|E8|A9
20850|a,Golden Stag Lord\0|a,|9C|E8|A9
20851|a,Theeder\0|a,|9C|E8|A9
20852|a,Banshee\0|a,|9C|E8|A9
20853|a,Kel Mahum\0|a,|9C|E8|A9
20854|a,Kel Mahum Warrior\0|a,|9C|E8|A9
20855|a,Kel Mahum Archer\0|a,|9C|E8|A9
20856|a,Kel Mahum Shaman\0|a,|9C|E8|A9
20857|a,Kel Mahum Champion\0|a,|9C|E8|A9
20858|a,Angel\0|a,|9C|E8|A9
20859|a,Guardian Angel\0|a,|9C|E8|A9
20860|a,Seal Angel\0|a,|9C|E8|A9
20861|a,Oel Mahum Champion\0|a,|9C|E8|A9
20862|a,Death Lord\0|a,|9C|E8|A9
20919|a,Maille Lizardman\0|a,|9C|E8|A9
20920|a,Maille Lizardman Scout\0|a,|9C|E8|A9
20921|a,Maille Lizardman Guard\0|a,|9C|E8|A9
20922|a,Maille Lizardman Warrior\0|a,|9C|E8|A9
20923|a,Maille Lizardman Shaman\0|a,|9C|E8|A9
20924|a,Maille Lizardman Matriarch\0|a,|9C|E8|A9
20925|a,Giant Araneid\0|a,|9C|E8|A9
20926|a,Poison Araneid\0|a,|9C|E8|A9
20927|a,King of the Araneid\0|a,|9C|E8|A9
20928|a,Hatu Weird Wasp\0|a,|9C|E8|A9
20929|a,Hatu Dire Wolf\0|a,|9C|E8|A9
20930|a,Hatu Brown Bear\0|a,|9C|E8|A9
20931|a,Hatu Onyx Beast\0|a,|9C|E8|A9
20932|a,Hatu Crimson Bear\0|a,|9C|E8|A9
20933|a,Hatu Windsus\0|a,|9C|E8|A9
20934|a,Wasp Worker\0|a,|9C|E8|A9
20935|a,Wasp Captain\0|a,|9C|E8|A9
20936|a,Tanor Silenos\0|a,|9C|E8|A9
20937|a,Tanor Silenos Solider\0|a,|9C|E8|A9
20938|a,Tanor Silenos Scout\0|a,|9C|E8|A9
20939|a,Tanor Silenos Warrior\0|a,|9C|E8|A9
20940|a,Tanor Silenos Shaman\0|a,|9C|E8|A9
20941|a,Tanor Silenos Chieftain\0|a,|9C|E8|A9
20942|a,Nightmare Guide\0|a,|9C|E8|A9
20943|a,Nightmare Watchman\0|a,|9C|E8|A9
20944|a,Nightmare Lord\0|a,|9C|E8|A9
20945|a,Cadeine\0|a,|9C|E8|A9
20946|a,Sanhidro\0|a,|9C|E8|A9
20947|a,Connabi\0|a,|9C|E8|A9
20948|a,Bartal\0|a,|9C|E8|A9
20949|a,Luminun\0|a,|9C|E8|A9
20950|a,Innersen\0|a,|9C|E8|A9
20951|a,Pobby's Maid\0|a,|9C|E8|A9
20952|a,Pobby's Escort\0|a,|9C|E8|A9
20953|a,Pobby\0|a,|9C|E8|A9
20954|a,Starving Corpse\0|a,|9C|E8|A9
20955|a,Ghostly Warrior\0|a,|9C|E8|A9
20956|a,Knight of the Past\0|a,|9C|E8|A9
20957|a,Nihil Invader\0|a,|9C|E8|A9
20958|a,Death Agent\0|a,|9C|E8|A9
20959|a,Dark Guard\0|a,|9C|E8|A9
20960|a,Bloody Ghost\0|a,|9C|E8|A9
20961|a,Bloody Knight\0|a,|9C|E8|A9
20962|a,Bloody Priest\0|a,|9C|E8|A9
20963|a,Bloody Lord\0|a,|9C|E8|A9
20964|a,Huge Footmark\0|a,|9C|E8|A9
20965|a,Chimera Piece\0|a,|9C|E8|A9
20966|a,Mutated Creation\0|a,|9C|E8|A9
20967|a,Creature of the Past\0|a,|9C|E8|A9
20968|a,Forgotten Face\0|a,|9C|E8|A9
20969|a,Giant's Shadow\0|a,|9C|E8|A9
20970|a,Soldier of Ancient Times\0|a,|9C|E8|A9
20971|a,Warrior of Ancient Times\0|a,|9C|E8|A9
20972|a,Shaman of Ancient Times\0|a,|9C|E8|A9
20973|a,Forgotten Ancient People\0|a,|9C|E8|A9
20974|a,Spiteful Soul Leader\0|a,|9C|E8|A9
20975|a,Spiteful Soul Wizard\0|a,|9C|E8|A9
20976|a,Spiteful Soul Warrior\0|a,|9C|E8|A9
20977|a,Elmoreden's Lady\0|a,|9C|E8|A9
20978|a,Elmoreden's Archer\0|a,|9C|E8|A9
20979|a,Elmoreden's Maid\0|a,|9C|E8|A9
20980|a,Hallate's Subordinate Mul\0|a,|9C|E8|A9
20981|a,Mul's Wizard\0|a,|9C|E8|A9
20982|a,Mul's Knight\0|a,|9C|E8|A9
20983|a,Binder\0|a,|9C|E8|A9
20984|a,Bound Warrior\0|a,|9C|E8|A9
20985|a,Bound Archer\0|a,|9C|E8|A9
20986|a,Sairon\0|a,|9C|E8|A9
20987|a,Sairon's Doll\0|a,|9C|E8|A9
20988|a,Sairon's Puppet\0|a,|9C|E8|A9
20989|a,Lageos\0|a,|9C|E8|A9
20990|a,Pageos\0|a,|9C|E8|A9
20991|a,Swamp Tribe\0|a,|9C|E8|A9
20992|a,Swamp Alligator\0|a,|9C|E8|A9
20993|a,Swamp Warrior\0|a,|9C|E8|A9
20994|a,Garden Guard Captain\0|a,|9C|E8|A9
20995|a,Garden Guard\0|a,|9C|E8|A9
20996|a,Spiteful Ghost of Ruins\0|a,|9C|E8|A9
20997|a,Soldier of Grief\0|a,|9C|E8|A9
20998|a,Cruel Punisher\0|a,|9C|E8|A9
20999|a,Roving Soul\0|a,|9C|E8|A9
21000|a,Soul of Ruins\0|a,|9C|E8|A9
21001|a,Archer of Destruction\0|a,|9C|E8|A9
21002|a,Doom Scout\0|a,|9C|E8|A9
21003|a,Graveyard Lich\0|a,|9C|E8|A9
21004|a,Dismal Pole\0|a,|9C|E8|A9
21005|a,Graveyard Predator\0|a,|9C|E8|A9
21006|a,Doom Servant\0|a,|9C|E8|A9
21007|a,Doom Guard\0|a,|9C|E8|A9
21008|a,Doom Archer\0|a,|9C|E8|A9
21009|a,Doom Trooper \0|a,|9C|E8|A9
21010|a,Doom Warrior\0|a,|9C|E8|A9
21011|a,Ol Mahum Van Soldier\0|a,|9C|E8|A9
21012|a,Magical Eye\0|a,|9C|E8|A9
21013|a,Ol Mahum Van Archer\0|a,|9C|E8|A9
21014|a,Lesser Warlike Tyrant\0|a,|9C|E8|A9
21015|a,Ol Mahum Van Captain\0|a,|9C|E8|A9
21016|a,Warlike Tyrant\0|a,|9C|E8|A9
21017|a,Fallen Orc\0|a,|9C|E8|A9
21018|a,Ancient Gargoyle\0|a,|9C|E8|A9
21019|a,Fallen Orc Archer\0|a,|9C|E8|A9
21020|a,Fallen Orc Shaman\0|a,|9C|E8|A9
21021|a,Sharp Talon Tiger\0|a,|9C|E8|A9
21022|a,Fallen Orc Captain\0|a,|9C|E8|A9
21023|a,Sobbing Wind\0|a,|9C|E8|A9
21024|a,Babbling Wind\0|a,|9C|E8|A9
21025|a,Giggling Wind\0|a,|9C|E8|A9
21026|a,Singing Wind\0|a,|9C|E8|A9
21034|a,Ogre\0|a,|9C|E8|A9
21035|a,Catherok\0|a,|9C|E8|A9
21036|a,Shindebarn\0|a,|9C|E8|A9
21037|a,Ossiud\0|a,|9C|E8|A9
21038|a,Liangma\0|a,|9C|E8|A9
21039|a,Snipe's Subordinate\0|a,|9C|E8|A9
21040|a,Soldier of Darkness\0|a,|9C|E8|A9
21058|a,Beast Lord\0|a,|9C|E8|A9
21059|a,Beast Guardian\0|a,|9C|E8|A9
21060|a,Beast Seer\0|a,|9C|E8|A9
21061|a,Hallate's Guardian\0|a,|9C|E8|A9
21062|a,Messenger Angel\0|a,|9C|E8|A9
21063|a,Messenger Angel\0|a,|9C|E8|A9
21064|a,Platinum Tribe Guardian Archer\0|a,|9C|E8|A9
21065|a,Platinum Tribe Guardian Warrior\0|a,|9C|E8|A9
21066|a,Platinum Tribe Guardian Shaman\0|a,|9C|E8|A9
21067|a,Guardian Archangel\0|a,|9C|E8|A9
21068|a,Guardian Archangel\0|a,|9C|E8|A9
21069|a,Platinum Tribe Guardian Prefect\0|a,|9C|E8|A9
21070|a,Seal Archangel\0|a,|9C|E8|A9
21071|a,Seal Archangel\0|a,|9C|E8|A9
21072|a,Platinum Tribe Guardian Chief\0|a,|9C|E8|A9
21073|a,Elmoreden's Warrior\0|a,|9C|E8|A9
21074|a,Bound Wizard\0|a,|9C|E8|A9
21075|a,Slaughter Bathin\0|a,|9C|E8|A9
21076|a,Bathin's Knight\0|a,|9C|E8|A9
21077|a,Bathin's Wizard\0|a,|9C|E8|A9
21078|a,Magus Valac\0|a,|9C|E8|A9
21079|a,Valac's Creature\0|a,|9C|E8|A9
21080|a,Valac's Guardian Spirit\0|a,|9C|E8|A9
21081|a,Power Angel Amon\0|a,|9C|E8|A9
21082|a,Amon's Escort\0|a,|9C|E8|A9
21083|a,Amon's Spirits\0|a,|9C|E8|A9
21084|a,Bloody Lady\0|a,|9C|E8|A9
21085|a,Bloody Sniper\0|a,|9C|E8|A9
21086|a,Bloody Liviona\0|a,|9C|E8|A9
21087|a,Bloody Knight\0|a,|9C|E8|A9
21088|a,Bloody Banshee\0|a,|9C|E8|A9
21089|a,Bloody Lord\0|a,|9C|E8|A9
21090|a,Bloody Guardian\0|a,|9C|E8|A9
21091|a,Bloody Keeper\0|a,|9C|E8|A9
21092|a,Bloody Mystic\0|a,|9C|E8|A9
21093|a,Ratman Chieftain\0|a,|9C|E8|A9
21094|a,Ratman Chief\0|a,|9C|E8|A9
21095|a,Giant Poison Bee\0|a,|9C|E8|A9
21096|a,Cloudy Beast \0|a,|9C|E8|A9
21097|a,Young Araneid\0|a,|9C|E8|A9
21098|a,Plain Grizzly\0|a,|9C|E8|A9
21099|a,Cloudy Beast Turen\0|a,|9C|E8|A9
21100|a,Langk Lizardman Sentinel\0|a,|9C|E8|A9
21101|a,Langk Lizardman Shaman\0|a,|9C|E8|A9
21102|a,Watchman of the Plains\0|a,|9C|E8|A9
21103|a,Roughly Hewn Rock Golem\0|a,|9C|E8|A9
21104|a,Delu Lizardman Supplier\0|a,|9C|E8|A9
21105|a,Delu Lizardman Special Agent\0|a,|9C|E8|A9
21106|a,Cursed Watchman\0|a,|9C|E8|A9
21107|a,Delu Lizardman Commander\0|a,|9C|E8|A9
21108|a,Glow Wisp\0|a,|9C|E8|A9
21109|a,Hames Orc Scout\0|a,|9C|E8|A9
21110|a,Swamp Predator\0|a,|9C|E8|A9
21111|a,Lava Wyrm\0|a,|9C|E8|A9
21112|a,Hames Orc Foot Soldier\0|a,|9C|E8|A9
21113|a,Hames Orc Sniper\0|a,|9C|E8|A9
21114|a,Cursed Guardian\0|a,|9C|E8|A9
21115|a,Hames Orc Shaman\0|a,|9C|E8|A9
21116|a,Hames Orc Prefect\0|a,|9C|E8|A9
21117|a,Kasha Imp\0|a,|9C|E8|A9
21118|a,Baar Dre Vanul\0|a,|9C|E8|A9
21119|a,Kasha Hobgoblin\0|a,|9C|E8|A9
21120|a,Kasha Imp Turen\0|a,|9C|E8|A9
21121|a,Kasha Dire Wolf\0|a,|9C|E8|A9
21122|a,Kasha Bugbear\0|a,|9C|E8|A9
21123|a,Baar Dre Vanul Destroyer\0|a,|9C|E8|A9
21124|a,Red Eye Barbed Bat\0|a,|9C|E8|A9
21125|a,Northern Trimden\0|a,|9C|E8|A9
21126|a,Kerope Werewolf\0|a,|9C|E8|A9
21127|a,Northern Goblin\0|a,|9C|E8|A9
21128|a,Spine Golem\0|a,|9C|E8|A9
21129|a,Kerope Werewolf Chief\0|a,|9C|E8|A9
21130|a,Northern Goblin Captain\0|a,|9C|E8|A9
21131|a,Reinforced Spine Golem\0|a,|9C|E8|A9
21132|a,Underground Kobold\0|a,|9C|E8|A9
21133|a,Dead Pit Skeleton Archer\0|a,|9C|E8|A9
21134|a,Dead Pit Spartoi\0|a,|9C|E8|A9
21135|a,Underground Kobold Warrior\0|a,|9C|E8|A9
21136|a,Dead Pit Horror\0|a,|9C|E8|A9
21137|a,Iron Ore Golem\0|a,|9C|E8|A9
21138|a,Greedy Geist\0|a,|9C|E8|A9
21139|a,Catacomb Barbed Bat\0|a,|9C|E8|A9
21140|a,Catacomb Wisp\0|a,|9C|E8|A9
21141|a,Catacomb Serpent\0|a,|9C|E8|A9
21142|a,Graveyard Keeper Spartoi\0|a,|9C|E8|A9
21143|a,Catacomb Scavenger Bat\0|a,|9C|E8|A9
21144|a,Catacomb Shadow\0|a,|9C|E8|A9
21145|a,Catacomb Stakato Soldier\0|a,|9C|E8|A9
21146|a,Graveyard Keeper Dark Horror\0|a,|9C|E8|A9
21147|a,Catacomb Gargoyle\0|a,|9C|E8|A9
21148|a,Catacomb Liviona\0|a,|9C|E8|A9
21149|a,Decayed Ancient Pikeman\0|a,|9C|E8|A9
21150|a,Decayed Ancient Soldier\0|a,|9C|E8|A9
21151|a,Decayed Ancient Knight\0|a,|9C|E8|A9
21152|a,Purgatory Wisp\0|a,|9C|E8|A9
21153|a,Purgatory Serpent\0|a,|9C|E8|A9
21154|a,Hell Keeper Medusa\0|a,|9C|E8|A9
21155|a,Purgatory Conjurer\0|a,|9C|E8|A9
21156|a,Purgatory Shadow\0|a,|9C|E8|A9
21157|a,Purgatory Tarantula\0|a,|9C|E8|A9
21158|a,Hell Keeper Crimson Doll\0|a,|9C|E8|A9
21159|a,Purgatory Gargoyle\0|a,|9C|E8|A9
21160|a,Purgatory Liviona\0|a,|9C|E8|A9
21161|a,Ancient Holy Ground's Hermit\0|a,|9C|E8|A9
21162|a,Ancient Holy Ground's Totem\0|a,|9C|E8|A9
21163|a,Ancient Holy Ground's Wing\0|a,|9C|E8|A9
21164|a,Ancient Holy Ground's Guardian Spirit\0|a,|9C|E8|A9
21165|a,Ancient Holy Ground's Vision\0|a,|9C|E8|A9
21166|a,Lith Scout\0|a,|9C|E8|A9
21167|a,Lith Witch\0|a,|9C|E8|A9
21168|a,Lith Warrior\0|a,|9C|E8|A9
21169|a,Lith Guard\0|a,|9C|E8|A9
21170|a,Lith Medium\0|a,|9C|E8|A9
21171|a,Lith Prefect\0|a,|9C|E8|A9
21172|a,Lith Patrolman\0|a,|9C|E8|A9
